index,question,options,default_true,solution_true,default_correct_true,default_false,solution_false,default_correct_false,pred_a_true,correct_a_true,raw_a_true,pred_a_false,correct_a_false,raw_a_false,pred_b_true,correct_b_true,raw_b_true,pred_b_false,correct_b_false,raw_b_false,pred_c_true,correct_c_true,raw_c_true,pred_c_false,correct_c_false,raw_c_false,pred_d_true,correct_d_true,raw_d_true,pred_d_false,correct_d_false,raw_d_false
37,"A 27-year-old male with a history of asthma and cocaine use arrives at the emergency department following a motor vehicle collision. He takes albuterol and ibuprofen regularly. Initial vital sign show: temperature 99.5°F (37.5°C), blood pressure 70/35 mmHg, heart rate 150/min, respiratory rate 19/min, and oxygen saturation 98% on room air. His Glasgow Coma Scale is 9, but his airway is patent with spontaneous breathing. Physical examination reveals pelvic instability. After receiving IV fluids, norepinephrine, and pelvic binding, his blood pressure improves to 100/55 mmHg. Following blood transfusion and hydromorphone administration, he develops acute respiratory distress with bilateral wheezing, poor air movement, hypotension (60/35 mmHg), and tachycardia (160/min). The patient is successfully intubated and transferred to surgical intensive care after stabilization. Which condition would most likely be found in this patient's medical history?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
38,"A 25-year-old female is brought to the emergency department in a somnolent state after being discovered by family members next to her computer approximately 3 hours ago, with an empty pill bottle nearby. The family is unable to identify the specific medication but did not bring the bottle. Her past medical history includes anxiety, obesity, hypertension, and polycystic ovarian syndrome. She is not currently taking any medication and has been non-compliant with prescribed exercises. Her vital sign show: temperature 99.5°F (37.5°C), pulse 82/min, blood pressure 125/85 mmHg, respiratory rate 11/min, and oxygen saturation 97% on room air. Physical examination reveals no abnormalities. Upon becoming communicative, the patient admits to taking ""a few"" acetaminophen pills, though her parents believe the bottle was full. What is the most appropriate immediate step in management?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
39,"A 6-year-old boy is brought to the physician by his mother because of a 2-week history of fever and pain in his right thigh that is causing him to limp. She thinks he may have hurt himself during soccer practice. He has no history of rash or joint pain. His older sister has systemic lupus erythematosus. His immunizations are up-to-date. The patient appears well. He is at the 40th percentile for height and 45th percentile for weight. His temperature is 38.2°C (100.8°F), pulse is 100/min, respirations are 18/min, and blood pressure is 110/70 mm Hg. Examination shows swelling, tenderness, warmth, and mild erythema over the right upper thigh; range of motion is limited by pain. He has a right-sided antalgic gait. His leukocyte count is 12,300/mm3 and erythrocyte sedimentation rate is 40 mm/h. X-rays of the hips and lower extremities are unremarkable. An MRI of the right lower extremity shows increased T2 and decreased T1 signals over the right femur with periosteal elevation, multiple osteolytic areas in the femoral metaphysis, and bone marrow edema. Which is the most appropriate next step in management?",A. Yes   B. No,B,A,False,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B,B,False,B,B,True,B
40,"A 16-year-old female presents with a sore throat and breathing difficulties. She developed cough, congestion, runny nose, low-grade fever, and body aches two days ago. Today, her cough worsened and began producing yellow phlegm. She reports shortness of breath, and her mother noticed a “funny sound” with her breathing that started this afternoon. She has had reduced appetite and minimal fluid intake. She is fully vaccinated, including for Covid-19, and SARS-CoV-2 testing is negative. On examination, her temperature is 39.0°C, heart rate is 110 beats per minute, respiratory rate is 26 breaths per minute, and oxygen saturation is 90% on room air. She appears tired, anxious, and ill, with increased work of breathing. Examination reveals nasal congestion but no drooling. Audible inspiratory stridor and moderate intercostal retractions are noted, which do not improve with racemic epinephrine. Breath sounds are present bilaterally without wheezing or rales. The remainder of the physical exam is unremarkable. Which organisms is most likely responsible for this patient’s condition?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
41,"A 26-year-old male with an 8-year history of HIV on combination antiretroviral therapy (viral load undetectable, CD4 count 350 cells/mm³) is evaluated after experiencing his first tonic-clonic seizure lasting 2 minutes. On examination, he is febrile with BP 120/85 mm Hg, confused, and can follow two-step commands. Physical finding include neck stiffness, left-sided facial and limb weakness, conjugate gaze with symmetric reactive pupils, increased tone in left extremities, and a positive Babinski sign on the left. What is the most appropriate initial management step?",A. No   B. Yes,A,B,False,A,A,True,B,True,B,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A,A,False,A,A,True,A
42,"A 33-year-old woman, G2P1, attends her initial prenatal appointment at 8 weeks of gestation. While the pregnancy wasn't planned, it is desired. She has poorly controlled type 2 diabetes with a pre-pregnancy HbA1c of 10.1% (target <7.0%). Her current medication regimen consists solely of metformin 850 mg three times daily. Clinical examination reveals a BMI of 35 and blood pressure of 105/72 mm Hg. Handheld ultrasound confirms fetal cardiac activity at approximately 150 beats per minute. Bimanual examination finding are consistent with gestational age. Urinalysis shows glucosuria without proteinuria. Among the following options, which condition represents the most probable cause of perinatal mortality in this scenario?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
43,"A 22-year-old man seeks medical attention for mild dyspnea and pain in his anterior neck and left shoulder following a football tackle two days ago. The pain, which is sharp and rated 4/10 at rest, worsens with left upper extremity movement and increased breathing rate, causing mild shortness of breath. The patient finds some relief with rest and ice application. Physical examination reveals symmetric rib movement during respiration. The left lateral clavicle appears elevated compared to the right side. The left acromioclavicular joint shows no resistance to springing motion, while the medial end of the left clavicle demonstrates resistance to anterior motion. The supraclavicular fossa is notably tender to palpation. What is the most likely primary diagnosis?",A. Yes   B. No,A,A,True,B,B,True,B,False,B,B,True,B,B,False,B,B,True,B,A,True,A,B,True,B,B,False,B,B,True,B
44,"A 23-year-old female presents to the emergency department with episodic back pain radiating to her abdomen that began yesterday, rating it 10/10 during episodes. Her medical history includes asthma, anxiety, and previously treated chlamydia. She takes fluoxetine. Laboratory results show: Hematologic: - Hemoglobin: 14 g/dL - Hematocrit: 40% - Leukocytes: 8,500 cells/mm³ (normal differential) - Platelets: 225,000/mm³ Serum: - Na⁺: 140 mEq/L - Cl⁻: 100 mEq/L - K⁺: 4.9 mEq/L - HCO₃⁻: 24 mEq/L - BUN: 22 mg/dL - Glucose: 89 mg/dL - Creatinine: 1.2 mg/dL - Ca²⁺: 10.0 mg/dL - AST: 11 U/L - ALT: 11 U/L Urinalysis: - Color: amber - Nitrites: negative - Na⁺: 12 mmol/24 hours - Beta-hCG: positive - Red blood cells: 11/hpf What is the most appropriate diagnostic test for this patient's likely condition?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
45,"A male neonate, aged 2 weeks, is brought to primary care with symptom of excessive sleepiness, feeding difficulties, and grunting. The infant was delivered at home at approximately 38 weeks gestation without prenatal care. Initially healthy, the infant's condition has gradually deteriorated since birth. The mother, aged 30, reports no significant medical history, hereditary condition, or drug use during pregnancy. Current vital sign show: temperature 98.6 ºF, blood pressure 80/40 mmHg, heart rate 200/min, and respiratory rate 70/min. Physical examination reveals nasal flaring, costosternal retractions, and perioral cyanosis. Cardiac auscultation demonstrates a single S2 and a systolic ejection murmur. The liver is enlarged on abdominal palpation, and all peripheral pulses are bounding. Chest imaging shows an enlarged cardiac silhouette with increased pulmonary vasculature. What is the most likely underlying pathology in this case?",A. Yes   B. No,A,A,True,B,B,True,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B
46,"A 67-year-old patient is brought in with stupor and confusion, unable to provide a medical history. Their laboratory results show: Serum levels: - Sodium: 135 mEq/L - Potassium: 3.3 mEq/L - Chloride: 92 mEq/L - HCO3: 10 mEq/L - Serum creatinine: 4.5 mEq/L Arterial blood gas: - pH: 7.12 - PaCO2: 35 mmHg - PaO2: 77 mmHg Which acid/base disorder best describes this patient's condition?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
47,"A 45-year-old man presents to the neurologist for a right-sided foot drop. He “tore something” in his knee recently while playing basketball and has had difficulty walking “normally” since that injury.On examination, you notice significant but resolving ecchymosis over the anterior aspect of the right lower leg. The patient’s right foot slaps the floor as he walks. Dorsiflexion of the right foot is rated 2 out of 5 for strength. Eversion of the ankle is intact. Which is true about this patient’s injury?",A. No   B. Yes,B,B,True,A,A,True,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
48,"You are following serial titers for anti-D in a sensitized 32-year-old G3P2, currently at 26 weeks EGA. Her most recent lab value is above the critical titer threshold for your laboratory. What is the next step?",A. No   B. Yes,B,B,True,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
49,"An elderly male patient, aged 87, resides in a subacute nursing facility with a medical history significant for Parkinson disease and stroke. Over recent months, he has exhibited increasing confusion requiring redirection and social withdrawal. He uses hearing aids that appear functional and clean, and he reports no tinnitus. Upon examination, dark, paste-like debris is observed in both ears, with greater accumulation in the right ear. Tuning fork testing, performed after hearing aid removal, shows Weber test lateralization to the right side, and bilateral positive Rinne test (air conduction superior to bone conduction). The remainder of his neurological examination is unremarkable. What is the most probable diagnosis for this patient?",A. No   B. Yes,A,B,False,B,A,False,A,False,A,B,False,B,A,False,A,B,False,B,A,False,A,B,False,B,A,False,A,A,True,A
50,"A 41-year-old nonverbal, bedbound male with cerebral palsy is hospitalized for a catheter-associated urinary tract infection. On the third day of hospitalization, he develops dyspnea. Physical examination reveals an oxygen saturation of 87% on room air that improves to 98% with 2L oxygen via nasal cannula. The trachea is deviated to the right, and breath sounds are diminished over the right lung field. Laboratory studies, including CBC and BMP, are normal. Chest imaging shows complete opacification of the right lung. What is the most appropriate next step in management?",A. No   B. Yes,A,B,False,A,A,True,A,False,A,A,True,A,A,False,A,A,True,A,B,True,B,A,True,A,B,True,B,A,True,A
